_prepare,_run,auto_log,background,bidi,canvas_backend,cols,column_order,compensation,complexity,complexity_question,condition,coordinates,count_blank,count_block_loop,count_experiment,count_form_goodbye,count_form_instructions,count_form_rating,count_form_text_display,count_init,count_inline_script,count_logger,count_repeat_cycle,count_sequence,cycles,description,duration,font_bold,font_family,font_italic,font_size,foreground,form_text,form_title,frequency,frequency_question,height,ignore_missing,item,keyboard_backend,mouse_backend,ok_text,order,repeat,repeat_cycle,rows,sampler_backend,similarity,similarity_question,start,stim,subject_nr,subject_parity,synth_backend,time_blank,time_block_loop,time_experiment,time_form_goodbye,time_form_instructions,time_form_rating,time_form_text_display,time_init,time_inline_script,time_logger,time_repeat_cycle,time_sequence,title,transparent_variables,use_quotes,width
"NA","NA","yes","#e7e7e7","no","legacy","NA","NA","0","3","NA","NA","relative","10","0","0","0","0","10","10","0","10","10","10","10","NA","Logs experimental data","NA","no","sans","no","14","black","NA","NA","1","NA","768","yes","NA","legacy","legacy","NA","NA","NA","0","NA","legacy","0","NA","experiment","P8.png","7","odd","legacy","296235","NA","NA","NA","2601","296330","NA","NA","NA","NA","NA","NA","P0011.2 Normative ratings flanker stimuli","no","yes","1024"
"NA","NA","yes","#e7e7e7","no","legacy","NA","NA","0","1","NA","NA","relative","11","0","0","0","0","11","11","0","11","11","11","11","NA","Logs experimental data","NA","no","sans","no","14","black","NA","NA","4","NA","768","yes","NA","legacy","legacy","NA","NA","NA","0","NA","legacy","2","NA","experiment","K.png","7","odd","legacy","305852","NA","NA","NA","2601","305947","NA","NA","NA","NA","NA","NA","P0011.2 Normative ratings flanker stimuli","no","yes","1024"
"NA","NA","yes","#e7e7e7","no","legacy","NA","NA","0","3","NA","NA","relative","12","0","0","0","0","12","12","0","12","12","12","12","NA","Logs experimental data","NA","no","sans","no","14","black","NA","NA","0","NA","768","yes","NA","legacy","legacy","NA","NA","NA","0","NA","legacy","3","NA","experiment","P4.png","7","odd","legacy","318420","NA","NA","NA","2601","318515","NA","NA","NA","NA","NA","NA","P0011.2 Normative ratings flanker stimuli","no","yes","1024"
"NA","NA","yes","#e7e7e7","no","legacy","NA","NA","0","2","NA","NA","relative","13","0","0","0","0","13","13","0","13","13","13","13","NA","Logs experimental data","NA","no","sans","no","14","black","NA","NA","3","NA","768","yes","NA","legacy","legacy","NA","NA","NA","0","NA","legacy","3","NA","experiment","S3.png","7","odd","legacy","325596","NA","NA","NA","2601","325691","NA","NA","NA","NA","NA","NA","P0011.2 Normative ratings flanker stimuli","no","yes","1024"
"NA","NA","yes","#e7e7e7","no","legacy","NA","NA","0","0","NA","NA","relative","14","0","0","0","0","14","14","0","14","14","14","14","NA","Logs experimental data","NA","no","sans","no","14","black","NA","NA","4","NA","768","yes","NA","legacy","legacy","NA","NA","NA","0","NA","legacy","1","NA","experiment","G4.png","7","odd","legacy","333404","NA","NA","NA","2601","333499","NA","NA","NA","NA","NA","NA","P0011.2 Normative ratings flanker stimuli","no","yes","1024"
"NA","NA","yes","#e7e7e7","no","legacy","NA","NA","0","0","NA","NA","relative","15","0","0","0","0","15","15","0","15","15","15","15","NA","Logs experimental data","NA","no","sans","no","14","black","NA","NA","4","NA","768","yes","NA","legacy","legacy","NA","NA","NA","0","NA","legacy","1","NA","experiment","N.png","7","odd","legacy","342869","NA","NA","NA","2601","342964","NA","NA","NA","NA","NA","NA","P0011.2 Normative ratings flanker stimuli","no","yes","1024"
"NA","NA","yes","#e7e7e7","no","legacy","NA","NA","0","0","NA","NA","relative","16","0","0","0","0","16","16","0","16","16","16","16","NA","Logs experimental data","NA","no","sans","no","14","black","NA","NA","4","NA","768","yes","NA","legacy","legacy","NA","NA","NA","0","NA","legacy","3","NA","experiment","D6.png","7","odd","legacy","353421","NA","NA","NA","2601","353516","NA","NA","NA","NA","NA","NA","P0011.2 Normative ratings flanker stimuli","no","yes","1024"
"NA","NA","yes","#e7e7e7","no","legacy","NA","NA","0","0","NA","NA","relative","17","0","0","0","0","17","17","0","17","17","17","17","NA","Logs experimental data","NA","no","sans","no","14","black","NA","NA","4","NA","768","yes","NA","legacy","legacy","NA","NA","NA","0","NA","legacy","3","NA","experiment","D8.png","7","odd","legacy","361253","NA","NA","NA","2601","361348","NA","NA","NA","NA","NA","NA","P0011.2 Normative ratings flanker stimuli","no","yes","1024"
"NA","NA","yes","#e7e7e7","no","legacy","NA","NA","0","3","NA","NA","relative","18","0","0","0","0","18","18","0","18","18","18","18","NA","Logs experimental data","NA","no","sans","no","14","black","NA","NA","0","NA","768","yes","NA","legacy","legacy","NA","NA","NA","0","NA","legacy","3","NA","experiment","S9.png","7","odd","legacy","368206","NA","NA","NA","2601","368302","NA","NA","NA","NA","NA","NA","P0011.2 Normative ratings flanker stimuli","no","yes","1024"
"NA","NA","yes","#e7e7e7","no","legacy","NA","NA","0","0","NA","NA","relative","19","0","0","0","0","19","19","0","19","19","19","19","NA","Logs experimental data","NA","no","sans","no","14","black","NA","NA","4","NA","768","yes","NA","legacy","legacy","NA","NA","NA","0","NA","legacy","1","NA","experiment","D5.png","7","odd","legacy","375292","NA","NA","NA","2601","375387","NA","NA","NA","NA","NA","NA","P0011.2 Normative ratings flanker stimuli","no","yes","1024"
"NA","NA","yes","#e7e7e7","no","legacy","NA","NA","0","1","NA","NA","relative","20","0","0","0","0","20","20","0","20","20","20","20","NA","Logs experimental data","NA","no","sans","no","14","black","NA","NA","2","NA","768","yes","NA","legacy","legacy","NA","NA","NA","0","NA","legacy","0","NA","experiment","S2.png","7","odd","legacy","382227","NA","NA","NA","2601","382322","NA","NA","NA","NA","NA","NA","P0011.2 Normative ratings flanker stimuli","no","yes","1024"
"NA","NA","yes","#e7e7e7","no","legacy","NA","NA","0","0","NA","NA","relative","21","0","0","0","0","21","21","0","21","21","21","21","NA","Logs experimental data","NA","no","sans","no","14","black","NA","NA","3","NA","768","yes","NA","legacy","legacy","NA","NA","NA","0","NA","legacy","3","NA","experiment","S7.png","7","odd","legacy","395300","NA","NA","NA","2601","395395","NA","NA","NA","NA","NA","NA","P0011.2 Normative ratings flanker stimuli","no","yes","1024"
"NA","NA","yes","#e7e7e7","no","legacy","NA","NA","0","0","NA","NA","relative","22","0","0","0","0","22","22","0","22","22","22","22","NA","Logs experimental data","NA","no","sans","no","14","black","NA","NA","4","NA","768","yes","NA","legacy","legacy","NA","NA","NA","0","NA","legacy","1","NA","experiment","S1.png","7","odd","legacy","404148","NA","NA","NA","2601","404243","NA","NA","NA","NA","NA","NA","P0011.2 Normative ratings flanker stimuli","no","yes","1024"
"NA","NA","yes","#e7e7e7","no","legacy","NA","NA","0","0","NA","NA","relative","23","0","0","0","0","23","23","0","23","23","23","23","NA","Logs experimental data","NA","no","sans","no","14","black","NA","NA","3","NA","768","yes","NA","legacy","legacy","NA","NA","NA","0","NA","legacy","2","NA","experiment","S8.png","7","odd","legacy","413092","NA","NA","NA","2601","413187","NA","NA","NA","NA","NA","NA","P0011.2 Normative ratings flanker stimuli","no","yes","1024"
"NA","NA","yes","#e7e7e7","no","legacy","NA","NA","0","0","NA","NA","relative","24","0","0","0","0","24","24","0","24","24","24","24","NA","Logs experimental data","NA","no","sans","no","14","black","NA","NA","4","NA","768","yes","NA","legacy","legacy","NA","NA","NA","0","NA","legacy","2","NA","experiment","H.png","7","odd","legacy","420283","NA","NA","NA","2601","420379","NA","NA","NA","NA","NA","NA","P0011.2 Normative ratings flanker stimuli","no","yes","1024"
"NA","NA","yes","#e7e7e7","no","legacy","NA","NA","0","0","NA","NA","relative","25","0","0","0","0","25","25","0","25","25","25","25","NA","Logs experimental data","NA","no","sans","no","14","black","NA","NA","4","NA","768","yes","NA","legacy","legacy","NA","NA","NA","0","NA","legacy","2","NA","experiment","D9.png","7","odd","legacy","428093","NA","NA","NA","2601","428188","NA","NA","NA","NA","NA","NA","P0011.2 Normative ratings flanker stimuli","no","yes","1024"
"NA","NA","yes","#e7e7e7","no","legacy","NA","NA","0","0","NA","NA","relative","26","0","0","0","0","26","26","0","26","26","26","26","NA","Logs experimental data","NA","no","sans","no","14","black","NA","NA","4","NA","768","yes","NA","legacy","legacy","NA","NA","NA","0","NA","legacy","1","NA","experiment","G2.png","7","odd","legacy","435934","NA","NA","NA","2601","436029","NA","NA","NA","NA","NA","NA","P0011.2 Normative ratings flanker stimuli","no","yes","1024"
"NA","NA","yes","#e7e7e7","no","legacy","NA","NA","0","0","NA","NA","relative","27","0","0","0","0","27","27","0","27","27","27","27","NA","Logs experimental data","NA","no","sans","no","14","black","NA","NA","4","NA","768","yes","NA","legacy","legacy","NA","NA","NA","0","NA","legacy","2","NA","experiment","B.png","7","odd","legacy","443725","NA","NA","NA","2601","443820","NA","NA","NA","NA","NA","NA","P0011.2 Normative ratings flanker stimuli","no","yes","1024"
"NA","NA","yes","#e7e7e7","no","legacy","NA","NA","0","0","NA","NA","relative","28","0","0","0","0","28","28","0","28","28","28","28","NA","Logs experimental data","NA","no","sans","no","14","black","NA","NA","4","NA","768","yes","NA","legacy","legacy","NA","NA","NA","0","NA","legacy","3","NA","experiment","G3.png","7","odd","legacy","452676","NA","NA","NA","2601","452771","NA","NA","NA","NA","NA","NA","P0011.2 Normative ratings flanker stimuli","no","yes","1024"
"NA","NA","yes","#e7e7e7","no","legacy","NA","NA","0","0","NA","NA","relative","29","0","0","0","0","29","29","0","29","29","29","29","NA","Logs experimental data","NA","no","sans","no","14","black","NA","NA","4","NA","768","yes","NA","legacy","legacy","NA","NA","NA","0","NA","legacy","3","NA","experiment","G.png","7","odd","legacy","458756","NA","NA","NA","2601","458851","NA","NA","NA","NA","NA","NA","P0011.2 Normative ratings flanker stimuli","no","yes","1024"
"NA","NA","yes","#e7e7e7","no","legacy","NA","NA","0","0","NA","NA","relative","30","0","0","0","0","30","30","0","30","30","30","30","NA","Logs experimental data","NA","no","sans","no","14","black","NA","NA","4","NA","768","yes","NA","legacy","legacy","NA","NA","NA","0","NA","legacy","1","NA","experiment","D7.png","7","odd","legacy","466644","NA","NA","NA","2601","466739","NA","NA","NA","NA","NA","NA","P0011.2 Normative ratings flanker stimuli","no","yes","1024"
"NA","NA","yes","#e7e7e7","no","legacy","NA","NA","0","0","NA","NA","relative","31","0","0","0","0","31","31","0","31","31","31","31","NA","Logs experimental data","NA","no","sans","no","14","black","NA","NA","4","NA","768","yes","NA","legacy","legacy","NA","NA","NA","0","NA","legacy","2","NA","experiment","S.png","7","odd","legacy","473235","NA","NA","NA","2601","473330","NA","NA","NA","NA","NA","NA","P0011.2 Normative ratings flanker stimuli","no","yes","1024"
"NA","NA","yes","#e7e7e7","no","legacy","NA","NA","0","1","NA","NA","relative","32","0","0","0","0","32","32","0","32","32","32","32","NA","Logs experimental data","NA","no","sans","no","14","black","NA","NA","1","NA","768","yes","NA","legacy","legacy","NA","NA","NA","0","NA","legacy","4","NA","experiment","P7.png","7","odd","legacy","480644","NA","NA","NA","2601","480739","NA","NA","NA","NA","NA","NA","P0011.2 Normative ratings flanker stimuli","no","yes","1024"
"NA","NA","yes","#e7e7e7","no","legacy","NA","NA","0","0","NA","NA","relative","33","0","0","0","0","33","33","0","33","33","33","33","NA","Logs experimental data","NA","no","sans","no","14","black","NA","NA","3","NA","768","yes","NA","legacy","legacy","NA","NA","NA","0","NA","legacy","1","NA","experiment","G5.png","7","odd","legacy","488350","NA","NA","NA","2601","488445","NA","NA","NA","NA","NA","NA","P0011.2 Normative ratings flanker stimuli","no","yes","1024"
"NA","NA","yes","#e7e7e7","no","legacy","NA","NA","0","0","NA","NA","relative","34","0","0","0","0","34","34","0","34","34","34","34","NA","Logs experimental data","NA","no","sans","no","14","black","NA","NA","4","NA","768","yes","NA","legacy","legacy","NA","NA","NA","0","NA","legacy","1","NA","experiment","D2.png","7","odd","legacy","495373","NA","NA","NA","2601","495468","NA","NA","NA","NA","NA","NA","P0011.2 Normative ratings flanker stimuli","no","yes","1024"
"NA","NA","yes","#e7e7e7","no","legacy","NA","NA","0","0","NA","NA","relative","35","0","0","0","0","35","35","0","35","35","35","35","NA","Logs experimental data","NA","no","sans","no","14","black","NA","NA","4","NA","768","yes","NA","legacy","legacy","NA","NA","NA","0","NA","legacy","1","NA","experiment","D1.png","7","odd","legacy","515700","NA","NA","NA","2601","515795","NA","NA","NA","NA","NA","NA","P0011.2 Normative ratings flanker stimuli","no","yes","1024"
"NA","NA","yes","#e7e7e7","no","legacy","NA","NA","0","0","NA","NA","relative","36","0","0","0","0","36","36","0","36","36","36","36","NA","Logs experimental data","NA","no","sans","no","14","black","NA","NA","4","NA","768","yes","NA","legacy","legacy","NA","NA","NA","0","NA","legacy","1","NA","experiment","M.png","7","odd","legacy","522340","NA","NA","NA","2601","522435","NA","NA","NA","NA","NA","NA","P0011.2 Normative ratings flanker stimuli","no","yes","1024"
"NA","NA","yes","#e7e7e7","no","legacy","NA","NA","0","0","NA","NA","relative","37","0","0","0","0","37","37","0","37","37","37","37","NA","Logs experimental data","NA","no","sans","no","14","black","NA","NA","4","NA","768","yes","NA","legacy","legacy","NA","NA","NA","0","NA","legacy","1","NA","experiment","S6.png","7","odd","legacy","529780","NA","NA","NA","2601","529875","NA","NA","NA","NA","NA","NA","P0011.2 Normative ratings flanker stimuli","no","yes","1024"
"NA","NA","yes","#e7e7e7","no","legacy","NA","NA","0","1","NA","NA","relative","38","0","0","0","0","38","38","0","38","38","38","38","NA","Logs experimental data","NA","no","sans","no","14","black","NA","NA","3","NA","768","yes","NA","legacy","legacy","NA","NA","NA","0","NA","legacy","0","NA","experiment","G9.png","7","odd","legacy","538524","NA","NA","NA","2601","538619","NA","NA","NA","NA","NA","NA","P0011.2 Normative ratings flanker stimuli","no","yes","1024"
"NA","NA","yes","#e7e7e7","no","legacy","NA","NA","0","0","NA","NA","relative","39","0","0","0","0","39","39","0","39","39","39","39","NA","Logs experimental data","NA","no","sans","no","14","black","NA","NA","4","NA","768","yes","NA","legacy","legacy","NA","NA","NA","0","NA","legacy","3","NA","experiment","D4.png","7","odd","legacy","547580","NA","NA","NA","2601","547675","NA","NA","NA","NA","NA","NA","P0011.2 Normative ratings flanker stimuli","no","yes","1024"
"NA","NA","yes","#e7e7e7","no","legacy","NA","NA","0","0","NA","NA","relative","40","0","0","0","0","40","40","0","40","40","40","40","NA","Logs experimental data","NA","no","sans","no","14","black","NA","NA","4","NA","768","yes","NA","legacy","legacy","NA","NA","NA","0","NA","legacy","2","NA","experiment","D.png","7","odd","legacy","555644","NA","NA","NA","2601","555739","NA","NA","NA","NA","NA","NA","P0011.2 Normative ratings flanker stimuli","no","yes","1024"
"NA","NA","yes","#e7e7e7","no","legacy","NA","NA","0","1","NA","NA","relative","41","0","0","0","0","41","41","0","41","41","41","41","NA","Logs experimental data","NA","no","sans","no","14","black","NA","NA","1","NA","768","yes","NA","legacy","legacy","NA","NA","NA","0","NA","legacy","3","NA","experiment","P9.png","7","odd","legacy","563172","NA","NA","NA","2601","563267","NA","NA","NA","NA","NA","NA","P0011.2 Normative ratings flanker stimuli","no","yes","1024"
"NA","NA","yes","#e7e7e7","no","legacy","NA","NA","0","2","NA","NA","relative","42","0","0","0","0","42","42","0","42","42","42","42","NA","Logs experimental data","NA","no","sans","no","14","black","NA","NA","0","NA","768","yes","NA","legacy","legacy","NA","NA","NA","0","NA","legacy","3","NA","experiment","P5.png","7","odd","legacy","573388","NA","NA","NA","2601","573483","NA","NA","NA","NA","NA","NA","P0011.2 Normative ratings flanker stimuli","no","yes","1024"
"NA","NA","yes","#e7e7e7","no","legacy","NA","NA","0","0","NA","NA","relative","43","0","0","0","0","43","43","0","43","43","43","43","NA","Logs experimental data","NA","no","sans","no","14","black","NA","NA","4","NA","768","yes","NA","legacy","legacy","NA","NA","NA","0","NA","legacy","2","NA","experiment","S5.png","7","odd","legacy","581973","NA","NA","NA","2601","582068","NA","NA","NA","NA","NA","NA","P0011.2 Normative ratings flanker stimuli","no","yes","1024"
"NA","NA","yes","#e7e7e7","no","legacy","NA","NA","0","1","NA","NA","relative","44","0","0","0","0","44","44","0","44","44","44","44","NA","Logs experimental data","NA","no","sans","no","14","black","NA","NA","0","NA","768","yes","NA","legacy","legacy","NA","NA","NA","0","NA","legacy","3","NA","experiment","P3.png","7","odd","legacy","589619","NA","NA","NA","2601","589714","NA","NA","NA","NA","NA","NA","P0011.2 Normative ratings flanker stimuli","no","yes","1024"
